"","x"
"925",0.0147872071014292
"926",-0.0286235683484543
"927",-0.0581839406022942
"928",0.0466541663132488
"929",-0.00567524803466516
"930",-0.0416780021434081
"931",0.0133170528700194
"932",0.0079214812188882
"933",0.00354580418545858
"934",0.100257827440851
"935",0.0883589219268316
"936",0.0116584297229249
"937",-0.035772477193762
"938",-0.0973514489507239
"939",0.053463990784075
"940",0.0260530449981155
"941",0.108689814983565
"942",0.0317532258473099
"943",-0.0230578504113255
"944",0.0493904815740335
"945",0.0183313992022853
"946",-0.0175162590088182
"947",-0.0612976154851486
"948",0.0418254346013592
"949",0.0294868349988701
"950",0.0883412463877629
"951",0.102132398903195
"952",-0.00954818235238495
"953",0.0342594490447987
"954",-0.0665736459053079
"955",-0.0187853649140335
"956",-0.0855458252439142
"957",0.0489342166598447
"958",0.0321648444111977
"959",-0.102635205803176
"960",0.0823206268428185
"961",0.00169916114028459
"962",0.0410865689762752
"963",0.0678679282958396
"964",0.0169955685815547
"965",0.0785931840670591
"966",-0.0238387160520124
"967",-0.019760644588951
"968",-6.22005318354972e-05
"969",-0.0699081484848108
"970",-0.0133052156356422
"971",0.0126153504558187
"972",0.0340234410642176
"973",0.0240754768677397
"974",0.0818339274535023
"975",0.0606295936432472
"976",-0.0383258436275994
"977",0.0106582398824379
"978",-0.0183919645046343
"979",0.0317201474176202
"980",0.0211303294210105
"981",0.00947539535653058
"982",-0.0598581649985421
"983",0.0134431995919102
"984",0.00776348940623565
"985",0.0116373769016145
"986",0.0717426734031021
"987",0.0859848648681516
"988",-0.0244826908301302
"989",-0.0276072888675063
"990",-0.0408663017044366
"991",-0.0190962592309349
"992",0.0403220236602337
"993",0.000370715014081762
"994",-0.0235100331004517
"995",-0.00578670271367985
"996",0.0131865792080503
"997",0.112314313569954
"998",-0.0946565385461527
"999",-0.0475662886009741
"1000",-0.0779473409866426
"1001",-0.127978326214688
"1002",-0.0516442129954714
"1003",-0.0350245889973726
"1004",-0.00510307665205274
"1005",-0.0169799916326678
"1006",-0.0876011816150785
"1007",0.000918164174763831
"1008",-0.0634978917640553
"1009",-0.00380022851164446
"1010",0.0455916395686526
"1011",0.00529064098873878
"1012",0.0241774568234058
"1013",0.0792817414737123
"1014",-0.0337093746759907
"1015",-0.00462174404530041
"1016",-0.0294408132175258
"1017",0.00706689214795888
"1018",-0.0646030554813883
"1019",-0.0472990510852212
"1020",0.0356613085284536
"1021",-0.145468250218429
"1022",-0.0341636557736115
"1023",0.0324969373142001
"1024",-0.0244214718519161
"1025",0.012471583365556
"1026",0.0193871478940088
"1027",0.0510731429522275
"1028",-0.0591178670471128
"1029",-0.0533342052675648
"1030",-0.0366193129612353
"1031",-0.0174342405282895
"1032",0.072491329831349
"1033",-0.0156400474527685
"1034",-0.0227452483523071
"1035",-0.0605333040064008
"1036",-0.03257003285868
"1037",0.00479954555337524
"1038",-0.0125139194661584
"1039",0.0129466628974972
"1040",0.0151554362337625
"1041",-0.0306790874940917
"1042",0.00200644743735467
"1043",-0.00292918146080612
"1044",0.00334155881633048
"1045",0.00504415116007865
"1046",0.0070217070827043
"1047",0.0281937189987812
"1048",-0.0510504321322153
"1049",-0.0326074061998444
"1050",-0.0408196399524573
"1051",0.127213059267784
"1052",-0.0403664654916029
"1053",-0.0123413576611558
"1054",0.0269356280228076
"1055",-0.0444827540335164
"1056",0.0509055647944058
"1057",0.163580922735342
"1058",0.00507867165113276
"1059",-0.0101033454737353
"1060",-0.0695380339733434
"1061",-0.0304092045061236
"1062",-0.0140792263152144
"1063",0.0190084310811316
"1064",-0.0373561887896118
"1065",-0.0219548185992853
"1066",-0.0489395906795561
"1067",0.000388101951016104
"1068",-0.028443966222437
"1069",0.000610929756976729
"1070",-0.0273432598454277
"1071",0.044650975220101
"1072",-0.0384805001127197
"1073",0.0895535159704528
"1074",0.0255648398778893
"1075",0.0686313578993098
"1076",0.0304629555645842
"1077",-0.0515696269619672
"1078",0.0220022080067432
"1079",-0.00612816402771168
"1080",0.00437420797671429
"1081",-0.00233096704525091
"1082",-0.00381418051419382
"1083",-0.0557924514417339
"1084",-0.0606471079955101
"1085",0.0521701536468541
"1086",0.0541105932305912
"1087",0.0226206282640169
"1088",-0.0691189315046342
"1089",-0.0324887348950983
"1090",-0.00663173394088722
"1091",0.0336290006781332
"1092",-0.00624707688881428
"1093",-0.0299924275390088
"1094",-0.0231967537547512
"1095",0.0236051608257695
"1096",-0.0204280304616685
"1097",-0.0218814018659654
"1098",0.0699754660335117
"1099",-0.0343322390066726
"1100",0.00844191887424116
"1101",0.0428171614332802
"1102",0.0354214006642892
"1103",0.00418974433668265
"1104",-0.0859639108568884
"1105",0.0273062533162102
"1106",-0.0137774383673346
"1107",0.00915239729815009
"1108",0.0607926781525801
"1109",-0.0105346799279852
"1110",-0.0898179493937474
"1111",-0.0308817744850193
"1112",-0.0397749484574077
"1113",0.0160612137793756
"1114",0.043739295158046
"1115",0.0325390832677894
